"BlockGroup","TractFIPS","NAME","TotHH","TotPerson","Age18to34","Age35to49","Age50to64","Age65plus","AgeUnder18","Adult18plus","CompMOS"
"261635425001","26163542500","Block Group 1; Census Tract 5425; Wayne County; Michigan",453,1106,257,221,203,211,214,892,4.00867178537023
"261635425002","26163542500","Block Group 2; Census Tract 5425; Wayne County; Michigan",579,1369,314,221,290,255,289,1080,4.82332038891116
"261635426001","26163542600","Block Group 1; Census Tract 5426; Wayne County; Michigan",696,1601,378,296,266,246,415,1186,5.33314541389959
"261635426002","26163542600","Block Group 2; Census Tract 5426; Wayne County; Michigan",680,1567,366,289,255,247,410,1157,5.20336410970796
"261635429001","26163542900","Block Group 1; Census Tract 5429; Wayne County; Michigan",274,658,147,124,124,143,120,538,2.41238542212658
"261635429002","26163542900","Block Group 2; Census Tract 5429; Wayne County; Michigan",536,1322,301,240,268,265,248,1074,4.80938245878969
"261635429003","26163542900","Block Group 3; Census Tract 5429; Wayne County; Michigan",552,1339,269,245,291,265,269,1070,4.78989922472035
"261635430001","26163543000","Block Group 1; Census Tract 5430; Wayne County; Michigan",363,914,189,166,154,186,219,695,3.12021315350627
"261635430002","26163543000","Block Group 2; Census Tract 5430; Wayne County; Michigan",346,864,160,145,189,224,146,718,3.20403158463554
"261635431001","26163543100","Block Group 1; Census Tract 5431; Wayne County; Michigan",546,1348,281,249,271,236,311,1037,4.65058713657938
"261635431002","26163543100","Block Group 2; Census Tract 5431; Wayne County; Michigan",420,1107,206,178,218,276,229,878,3.92063466488603
"261635432001","26163543200","Block Group 1; Census Tract 5432; Wayne County; Michigan",478,1165,266,215,213,232,239,926,4.15361104320287
"261635432002","26163543200","Block Group 2; Census Tract 5432; Wayne County; Michigan",336,836,225,169,133,85,224,612,2.76235760943171
"261635432003","26163543200","Block Group 3; Census Tract 5432; Wayne County; Michigan",373,1007,248,203,178,124,254,753,3.39298870445154
"261635433001","26163543300","Block Group 1; Census Tract 5433; Wayne County; Michigan",413,1029,208,190,187,191,253,776,3.48408194840383
"261635071001","26163507100","Block Group 1; Census Tract 5071; Wayne County; Michigan",756,1652,372,286,334,234,426,1226,5.4936637270708
"261635071002","26163507100","Block Group 2; Census Tract 5071; Wayne County; Michigan",304,614,141,103,138,82,150,464,2.07484979029535
"261635072001","26163507200","Block Group 1; Census Tract 5072; Wayne County; Michigan",519,1003,231,188,185,146,253,750,3.37032671512915
"261635073001","26163507300","Block Group 1; Census Tract 5073; Wayne County; Michigan",881,1864,431,300,356,297,480,1384,6.19313025856797
"261635073002","26163507300","Block Group 2; Census Tract 5073; Wayne County; Michigan",205,421,86,62,82,73,118,303,1.3530294171023
"261635074001","26163507400","Block Group 1; Census Tract 5074; Wayne County; Michigan",425,886,201,163,172,125,225,661,2.96763433374449
"261635074002","26163507400","Block Group 2; Census Tract 5074; Wayne County; Michigan",781,1602,389,275,347,219,372,1230,5.50441307186173
"261635075001","26163507500","Block Group 1; Census Tract 5075; Wayne County; Michigan",470,1055,254,193,196,119,293,762,3.4250144990394
"261635075002","26163507500","Block Group 2; Census Tract 5075; Wayne County; Michigan",602,1166,220,184,223,292,247,919,4.10341565886404
"261635080001","26163508000","Block Group 1; Census Tract 5080; Wayne County; Michigan",626,1098,270,210,270,85,263,835,3.74438606634077
"261635080002","26163508000","Block Group 2; Census Tract 5080; Wayne County; Michigan",3,0,0,0,0,0,0,0,0
"261635081001","26163508100","Block Group 1; Census Tract 5081; Wayne County; Michigan",460,870,181,171,183,119,216,654,2.93873354761939
"261635081002","26163508100","Block Group 2; Census Tract 5081; Wayne County; Michigan",219,401,96,81,76,56,92,309,1.39048628365306
"261635090001","26163509000","Block Group 1; Census Tract 5090; Wayne County; Michigan",370,797,207,155,141,99,195,602,2.70934788294817
"261635090002","26163509000","Block Group 2; Census Tract 5090; Wayne County; Michigan",235,369,84,64,96,54,71,298,1.33013540132879
"261635090003","26163509000","Block Group 3; Census Tract 5090; Wayne County; Michigan",210,376,71,78,80,44,103,273,1.22947197587563
"261635090004","26163509000","Block Group 4; Census Tract 5090; Wayne County; Michigan",275,433,94,94,84,66,95,338,1.5232013486251
"261635091001","26163509100","Block Group 1; Census Tract 5091; Wayne County; Michigan",228,648,193,99,140,37,179,469,2.09665541514375
"261635091002","26163509100","Block Group 2; Census Tract 5091; Wayne County; Michigan",190,524,140,77,81,61,165,359,1.6088099671097
"261635459002","26163545900","Block Group 2; Census Tract 5459; Wayne County; Michigan",811,1897,524,333,283,108,649,1248,5.62817704259387
"261635460001","26163546000","Block Group 1; Census Tract 5460; Wayne County; Michigan",771,1649,414,306,242,152,535,1114,5.0275719830584
"261635460002","26163546000","Block Group 2; Census Tract 5460; Wayne County; Michigan",693,1276,334,248,208,104,382,894,4.03413522802345
"261635461001","26163546100","Block Group 1; Census Tract 5461; Wayne County; Michigan",817,1960,532,327,330,144,627,1333,5.99155401693367
"261635461002","26163546100","Block Group 2; Census Tract 5461; Wayne County; Michigan",809,1992,489,360,316,147,680,1312,5.91675028645298
"261635462011","26163546201","Block Group 1; Census Tract 5462.01; Wayne County; Michigan",871,2145,566,436,349,175,619,1526,6.89326566037046
"261635462012","26163546201","Block Group 2; Census Tract 5462.01; Wayne County; Michigan",374,922,207,209,191,81,234,688,3.1075962307922
"261635128001","26163512800","Block Group 1; Census Tract 5128; Wayne County; Michigan",648,1294,301,224,302,130,337,957,4.283444142239
"261635128002","26163512800","Block Group 2; Census Tract 5128; Wayne County; Michigan",339,582,120,103,131,89,139,443,1.98284551530528
"261635128003","26163512800","Block Group 3; Census Tract 5128; Wayne County; Michigan",370,539,108,100,131,80,120,419,1.87555085774848
"261635132001","26163513200","Block Group 1; Census Tract 5132; Wayne County; Michigan",353,595,134,118,131,92,120,475,2.1315472051188
"261635132002","26163513200","Block Group 2; Census Tract 5132; Wayne County; Michigan",562,909,192,184,207,125,201,708,3.17940283249742
"261635133001","26163513300","Block Group 1; Census Tract 5133; Wayne County; Michigan",525,840,156,160,215,227,82,758,3.3834442180075
"261635133002","26163513300","Block Group 2; Census Tract 5133; Wayne County; Michigan",555,1131,248,194,240,229,220,911,4.07241756452977
"261635137001","26163513700","Block Group 1; Census Tract 5137; Wayne County; Michigan",519,1255,297,166,234,197,361,894,3.98625131997454
"261635137002","26163513700","Block Group 2; Census Tract 5137; Wayne County; Michigan",393,858,158,178,185,156,181,677,3.04194084421183
"261635137003","26163513700","Block Group 3; Census Tract 5137; Wayne County; Michigan",567,869,125,113,190,308,133,736,3.26462897460042
"261635138001","26163513800","Block Group 1; Census Tract 5138; Wayne County; Michigan",837,1205,331,196,272,183,223,982,4.38389063542756
"261635138002","26163513800","Block Group 2; Census Tract 5138; Wayne County; Michigan",799,1162,387,164,262,150,199,963,4.28772692350438
"261635139001","26163513900","Block Group 1; Census Tract 5139; Wayne County; Michigan",453,765,169,116,182,145,153,612,2.72558587173212
"261635139002","26163513900","Block Group 2; Census Tract 5139; Wayne County; Michigan",452,791,211,122,143,77,238,553,2.47724685583493
"261635141001","26163514100","Block Group 1; Census Tract 5141; Wayne County; Michigan",545,859,184,133,205,156,181,678,3.02125590443333
"261635141002","26163514100","Block Group 2; Census Tract 5141; Wayne County; Michigan",476,873,205,152,168,101,247,626,2.80919225643954
"261635142001","26163514200","Block Group 1; Census Tract 5142; Wayne County; Michigan",654,1029,188,171,232,263,175,854,3.80906834853222
"261635142002","26163514200","Block Group 2; Census Tract 5142; Wayne County; Michigan",454,799,180,115,191,145,168,631,2.80759418687329
"261635143001","26163514300","Block Group 1; Census Tract 5143; Wayne County; Michigan",605,1156,219,194,231,239,273,883,3.94965608826225
"261635143002","26163514300","Block Group 2; Census Tract 5143; Wayne County; Michigan",435,1007,171,137,287,248,164,843,3.73482459674574
"261635145001","26163514500","Block Group 1; Census Tract 5145; Wayne County; Michigan",467,861,206,134,186,128,207,654,2.92013072706868
"261639851001","26163985100","Block Group 1; Census Tract 9851; Wayne County; Michigan",127,154,81,33,16,6,18,136,0.614691350545718
"261639853001","26163985300","Block Group 1; Census Tract 9853; Wayne County; Michigan",246,220,120,50,31,7,12,208,0.938803597673059
"261635302001","26163530200","Block Group 1; Census Tract 5302; Wayne County; Michigan",829,1562,394,255,329,248,336,1226,5.47915864160919
"261635301002","26163530100","Block Group 2; Census Tract 5301; Wayne County; Michigan",709,1281,312,208,279,196,286,995,4.44534601886161
"261635302002","26163530200","Block Group 2; Census Tract 5302; Wayne County; Michigan",709,1196,279,197,268,174,278,918,4.10214644404809
"261635302003","26163530200","Block Group 3; Census Tract 5302; Wayne County; Michigan",45,788,691,30,30,8,29,759,3.36872040072504
"261635303001","26163530300","Block Group 1; Census Tract 5303; Wayne County; Michigan",451,762,173,134,188,109,158,604,2.69923401680827
"261635303002","26163530300","Block Group 2; Census Tract 5303; Wayne County; Michigan",329,579,130,131,87,74,157,422,1.91186059833124
"261635303003","26163530300","Block Group 3; Census Tract 5303; Wayne County; Michigan",0,0,0,0,0,0,0,0,0
"261635304001","26163530400","Block Group 1; Census Tract 5304; Wayne County; Michigan",438,554,132,86,130,53,153,401,1.7905231580633
"261635304002","26163530400","Block Group 2; Census Tract 5304; Wayne County; Michigan",344,729,197,98,115,90,229,500,2.23565482344976
"261635305001","26163530500","Block Group 1; Census Tract 5305; Wayne County; Michigan",441,925,248,166,166,118,227,698,3.1342579094319
"261635305002","26163530500","Block Group 2; Census Tract 5305; Wayne County; Michigan",736,1328,323,221,270,201,313,1015,4.54150993454488
"261635308001","26163530800","Block Group 1; Census Tract 5308; Wayne County; Michigan",545,791,173,141,198,136,143,648,2.89439409692687
"261635308002","26163530800","Block Group 2; Census Tract 5308; Wayne County; Michigan",466,603,160,90,112,82,159,444,1.98480482341625
"261635309001","26163530900","Block Group 1; Census Tract 5309; Wayne County; Michigan",528,719,151,113,124,128,203,516,2.3103831371511
"261635309002","26163530900","Block Group 2; Census Tract 5309; Wayne County; Michigan",311,336,76,52,91,47,70,266,1.18394416154263
"261635309003","26163530900","Block Group 3; Census Tract 5309; Wayne County; Michigan",434,643,146,104,145,104,144,499,2.22805918531214
"261635311001","26163531100","Block Group 1; Census Tract 5311; Wayne County; Michigan",774,946,231,159,282,113,161,785,3.49529276442414
"261635312001","26163531200","Block Group 1; Census Tract 5312; Wayne County; Michigan",533,992,268,184,183,145,212,780,3.50163439886981
"261635312002","26163531200","Block Group 2; Census Tract 5312; Wayne County; Michigan",601,1250,325,246,250,192,237,1013,4.54860421238068
"261635313001","26163531300","Block Group 1; Census Tract 5313; Wayne County; Michigan",667,1153,253,190,277,173,260,893,3.98653998935051
"261635314001","26163531400","Block Group 1; Census Tract 5314; Wayne County; Michigan",464,711,157,116,155,101,182,529,2.36492293421973
"261635314002","26163531400","Block Group 2; Census Tract 5314; Wayne County; Michigan",427,807,204,137,150,134,182,625,2.79943446833865
"261635315011","26163531501","Block Group 1; Census Tract 5315.01; Wayne County; Michigan",475,661,190,139,121,67,144,517,2.33040412540378
"261635315012","26163531501","Block Group 2; Census Tract 5315.01; Wayne County; Michigan",385,615,135,120,123,87,150,465,2.08989521983468
"261635315021","26163531502","Block Group 1; Census Tract 5315.02; Wayne County; Michigan",625,809,185,140,165,90,229,580,2.60083232550964
"261635316001","26163531600","Block Group 1; Census Tract 5316; Wayne County; Michigan",445,645,180,107,137,75,146,499,2.23219180390413
"261635070001","26163507000","Block Group 1; Census Tract 5070; Wayne County; Michigan",445,890,209,163,174,123,221,669,3.0027754656366
"261635069003","26163506900","Block Group 3; Census Tract 5069; Wayne County; Michigan",418,905,213,177,145,139,231,674,3.03615554910783
"261635070002","26163507000","Block Group 2; Census Tract 5070; Wayne County; Michigan",738,1830,425,304,275,213,613,1217,5.47400186483196
"261635455003","26163545500","Block Group 3; Census Tract 5455; Wayne County; Michigan",545,1415,340,259,215,120,481,934,4.21451515391263
"261635455001","26163545500","Block Group 1; Census Tract 5455; Wayne County; Michigan",440,1245,308,231,196,100,410,835,3.76716177682459
"261635455002","26163545500","Block Group 2; Census Tract 5455; Wayne County; Michigan",558,1218,345,226,165,85,397,821,3.70905270853059
"261635456001","26163545600","Block Group 1; Census Tract 5456; Wayne County; Michigan",690,2218,556,387,312,137,826,1392,6.28496908002973
"261635456002","26163545600","Block Group 2; Census Tract 5456; Wayne County; Michigan",548,1585,429,294,192,110,560,1025,4.63869173886403
"261635456003","26163545600","Block Group 3; Census Tract 5456; Wayne County; Michigan",446,1516,399,219,202,89,607,909,4.08842467171556
"261635457001","26163545700","Block Group 1; Census Tract 5457; Wayne County; Michigan",607,1609,431,308,255,131,484,1125,5.0757788655724
"261635457002","26163545700","Block Group 2; Census Tract 5457; Wayne County; Michigan",499,1316,320,276,173,93,454,862,3.91265061713476
"261635458001","26163545800","Block Group 1; Census Tract 5458; Wayne County; Michigan",816,2487,635,501,312,129,910,1577,7.1587743720062
"261635458002","26163545800","Block Group 2; Census Tract 5458; Wayne County; Michigan",625,1756,441,363,225,112,615,1141,5.17913062940028
"261635458003","26163545800","Block Group 3; Census Tract 5458; Wayne County; Michigan",418,1275,329,220,161,80,485,790,3.56988685933251
"261635459001","26163545900","Block Group 1; Census Tract 5459; Wayne County; Michigan",826,1861,494,348,309,131,579,1282,5.78016373791039
